기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2019	성동구	왕십리도선동	외국인	497	17	7	8	24	93	59	65	43	35	33	44	42	19	7	-	1	-	-	-	-	-
2019	성동구	금호2.3가동	계	24,171	1,118	759	685	935	1,382	1,668	2,057	2,388	1,907	2,011	1,868	1,910	1,700	1,173	959	820	468	236	75	26	26
2019	성동구	금호2.3가동	한국인	23,964	1,109	757	684	930	1,362	1,649	2,035	2,366	1,885	1,990	1,843	1,888	1,689	1,167	959	820	468	236	75	26	26
2019	성동구	금호2.3가동	외국인	207	9	2	1	5	20	19	22	22	22	21	25	22	11	6	-	-	-	-	-	-	-
2019	성동구	옥수동	계	27,222	1,420	1,292	851	904	1,305	1,863	2,367	3,068	2,360	2,153	1,974	2,026	1,833	1,232	954	747	501	220	100	26	26
2019	성동구	옥수동	한국인	26,946	1,409	1,280	841	895	1,294	1,836	2,330	3,027	2,328	2,126	1,956	2,013	1,824	1,222	951	744	500	219	99	26	26
2019	성동구	옥수동	외국인	276	11	12	10	9	11	27	37	41	32	27	18	13	9	10	3	3	1	1	1	-	-
2019	광진구	소계	계	366,972	10,307	12,122	12,482	16,225	29,842	37,545	31,069	29,529	26,106	30,161	29,571	29,113	24,998	16,207	12,485	9,514	5,782	2,502	936	271	205
2019	광진구	소계	한국인	351,350	9,873	11,784	12,326	15,247	26,183	35,568	29,666	28,509	25,329	29,161	28,218	27,420	24,385	16,066	12,447	9,496	5,766	2,496	936	269	205
2019	광진구	소계	외국인	15,622	434	338	156	978	3,659	1,977	1,403	1,020	777	1,000	1,353	1,693	613	141	38	18	16	6	-	2	-
2019	광진구	화양동	계	25,537	260	269	243	978	5,469	5,875	2,869	1,733	1,134	1,209	1,187	1,111	955	724	588	457	286	108	46	15	21
2019	광진구	화양동	한국인	22,057	239	254	239	545	3,767	5,261	2,658	1,626	1,082	1,141	1,099	995	921	713	586	457	286	106	46	15	21
2019	광진구	화양동	외국인	3,480	21	15	4	433	1,702	614	211	107	52	68	88	116	34	11	2	-	-	2	-	-	-
2019	광진구	군자동	계	22,109	528	572	483	911	2,585	2,935	2,164	1,837	1,297	1,442	1,540	1,608	1,362	918	739	630	350	139	43	14	12
2019	광진구	군자동	한국인	19,866	464	533	475	629	1,718	2,528	1,975	1,721	1,241	1,401	1,480	1,536	1,332	911	736	630	348	139	43	14	12
2019	광진구	군자동	외국인	2,243	64	39	8	282	867	407	189	116	56	41	60	72	30	7	3	-	2	-	-	-	-
2019	광진구	중곡1동	계	16,287	493	401	313	520	1,030	1,706	1,646	1,474	1,134	1,244	1,335	1,365	1,255	796	656	494	249	111	47	10	8
2019	광진구	중곡1동	한국인	15,832	469	392	311	495	1,001	1,667	1,588	1,440	1,098	1,205	1,275	1,306	1,229	792	652	492	246	109	47	10	8
2019	광진구	중곡1동	외국인	455	24	9	2	25	29	39	58	34	36	39	60	59	26	4	4	2	3	2	-	-	-
2019	광진구	중곡2동	계	22,564	635	746	693	811	1,479	2,469	2,141	1,982	1,460	1,736	1,816	1,930	1,612	1,053	853	605	338	122	60	14	9
2019	광진구	중곡2동	한국인	22,225	625	737	689	801	1,442	2,436	2,108	1,934	1,440	1,704	1,776	1,884	1,601	1,048	852	605	338	122	60	14	9
2019	광진구	중곡2동	외국인	339	10	9	4	10	37	33	33	48	20	32	40	46	11	5	1	-	-	-	-	-	-
2019	광진구	중곡3동	계	17,315	437	429	469	633	1,131	1,607	1,495	1,379	1,154	1,368	1,533	1,621	1,419	870	712	554	317	108	58	6	15
2019	광진구	중곡3동	한국인	17,062	423	425	467	628	1,115	1,574	1,470	1,358	1,132	1,347	1,499	1,576	1,410	869	711	554	317	108	58	6	15
2019	광진구	중곡3동	외국인	253	14	4	2	5	16	33	25	21	22	21	34	45	9	1	1	-	-	-	-	-	-
2019	광진구	중곡4동	계	30,516	911	856	822	1,353	2,063	2,534	2,351	2,389	2,037	2,454	2,812	2,747	2,456	1,649	1,327	911	497	220	74	25	28
2019	광진구	중곡4동	한국인	30,115	886	837	811	1,333	2,035	2,487	2,281	2,341	2,005	2,428	2,785	2,718	2,443	1,646	1,326	910	496	220	74	25	28
2019	광진구	중곡4동	외국인	401	25	19	11	20	28	47	70	48	32	26	27	29	13	3	1	1	1	-	-	-	-
2019	광진구	능동	계	11,978	360	294	238	354	807	1,658	1,575	1,264	846	796	743	752	761	452	415	330	195	88	32	16	2
2019	광진구	능동	한국인	11,595	334	281	234	342	759	1,587	1,507	1,220	828	784	725	724	745	448	415	330	195	88	32	15	2
2019	광진구	능동	외국인	383	26	13	4	12	48	71	68	44	18	12	18	28	16	4	-	-	-	-	-	1	-
2019	광진구	구의1동	계	23,063	563	491	495	835	1,796	3,016	2,503	2,050	1,595	1,798	1,761	1,749	1,446	924	804	620	392	143	53	15	14
2019	광진구	구의1동	한국인	22,319	532	473	480	819	1,748	2,944	2,413	1,995	1,549	1,728	1,668	1,610	1,405	920	799	619	392	143	53	15	14
2019	광진구	구의1동	외국인	744	31	18	15	16	48	72	90	55	46	70	93	139	41	4	5	1	-	-	-	-	-
2019	광진구	구의2동	계	27,902	937	1,053	1,127	1,403	1,730	2,073	1,969	2,290	2,130	2,477	2,364	2,273	2,045	1,362	1,113	754	487	200	61	28	26
2019	광진구	구의2동	한국인	27,444	908	1,009	1,095	1,383	1,711	2,028	1,914	2,218	2,090	2,448	2,339	2,243	2,033	1,360	1,112	753	485	200	61	28	26
2019	광진구	구의2동	외국인	458	29	44	32	20	19	45	55	72	40	29	25	30	12	2	1	1	2	-	-	-	-
2019	광진구	구의3동	계	30,094	1,000	1,073	1,183	1,521	2,222	2,645	2,564	2,333	2,161	2,628	2,589	2,393	2,048	1,282	942	706	448	230	96	20	10
2019	광진구	구의3동	한국인	29,793	984	1,068	1,180	1,513	2,210	2,616	2,514	2,313	2,136	2,596	2,550	2,354	2,031	1,276	942	706	448	230	96	20	10
2019	광진구	구의3동	외국인	301	16	5	3	8	12	29	50	20	25	32	39	39	17	6	-	-	-	-	-	-	-
2019	광진구	광장동	계	36,083	1,080	2,413	3,054	2,668	2,249	1,930	1,624	2,483	3,566	4,425	3,053	2,296	1,742	1,126	779	686	522	248	100	29	10
2019	광진구	광장동	한국인	35,893	1,074	2,403	3,042	2,657	2,236	1,906	1,596	2,460	3,552	4,410	3,040	2,288	1,735	1,123	777	686	522	247	100	29	10
2019	광진구	광장동	외국인	190	6	10	12	11	13	24	28	23	14	15	13	8	7	3	2	-	-	1	-	-	-
2019	광진구	자양1동	계	24,156	588	624	734	920	1,771	2,651	2,170	1,985	1,788	1,925	2,052	2,002	1,717	1,098	819	690	391	142	63	12	14
2019	광진구	자양1동	한국인	23,045	560	588	720	905	1,677	2,542	2,079	1,891	1,698	1,825	1,891	1,812	1,655	1,085	815	684	387	142	63	12	14
2019	광진구	자양1동	외국인	1,111	28	36	14	15	94	109	91	94	90	100	161	190	62	13	4	6	4	-	-	-	-
2019	광진구	자양2동	계	26,893	843	1,008	901	1,169	1,757	2,257	2,112	2,239	2,097	2,208	2,241	2,263	2,102	1,389	942	682	399	187	66	20	11
2019	광진구	자양2동	한국인	26,460	821	988	895	1,159	1,738	2,223	2,062	2,197	2,064	2,164	2,179	2,206	2,072	1,385	942	682	399	187	66	20	11
2019	광진구	자양2동	외국인	433	22	20	6	10	19	34	50	42	33	44	62	57	30	4	-	-	-	-	-	-	-
2019	광진구	자양3동	계	29,475	1,157	1,413	1,321	1,452	1,910	2,179	2,117	2,447	2,291	2,514	2,366	2,416	2,110	1,302	875	702	491	295	78	27	12
2019	광진구	자양3동	한국인	29,190	1,152	1,408	1,317	1,443	1,886	2,145	2,084	2,415	2,271	2,482	2,342	2,386	2,087	1,296	873	700	491	295	78	27	12
2019	광진구	자양3동	외국인	285	5	5	4	9	24	34	33	32	20	32	24	30	23	6	2	2	-	-	-	-	-
2019	광진구	자양4동	계	23,000	515	480	406	697	1,843	2,010	1,769	1,644	1,416	1,937	2,179	2,587	1,968	1,262	921	693	420	161	59	20	13
2019	광진구	자양4동	한국인	18,454	402	388	371	595	1,140	1,624	1,417	1,380	1,143	1,498	1,570	1,782	1,686	1,194	909	688	416	160	59	19	13
2019	광진구	자양4동	외국인	4,546	113	92	35	102	703	386	352	264	273	439	609	805	282	68	12	5	4	1	-	1	-
2019	동대문구	소계	계	363,023	10,735	11,805	11,312	15,206	32,766	32,363	25,634	27,823	25,194	28,382	27,816	28,220	26,417	18,766	15,406	12,590	7,476	3,308	1,144	384	276
2019	동대문구	소계	한국인	346,194	10,467	11,648	11,211	14,016	25,485	29,543	24,362	27,096	24,657	27,806	27,117	27,491	26,125	18,664	15,368	12,574	7,462	3,301	1,141	384	276
2019	동대문구	소계	외국인	16,829	268	157	101	1,190	7,281	2,820	1,272	727	537	576	699	729	292	102	38	16	14	7	3	-	-
2019	동대문구	회기동	계	13,114	218	329	308	723	3,190	1,995	951	734	707	690	617	608	542	419	366	333	228	89	43	14	10
2019	동대문구	회기동	한국인	10,321	209	322	307	416	1,450	1,483	842	694	686	680	598	597	541	417	365	331	227	89	43	14	10
2019	동대문구	회기동	외국인	2,793	9	7	1	307	1,740	512	109	40	21	10	19	11	1	2	1	2	1	-	-	-	-
2019	동대문구	휘경1동	계	16,508	411	353	317	753	2,557	1,964	1,184	1,159	897	1,095	1,259	1,113	1,018	742	634	515	319	144	48	18	8
2019	동대문구	휘경1동	한국인	14,542	401	348	316	563	1,467	1,596	1,087	1,117	862	1,056	1,236	1,073	998	738	634	515	317	144	48	18	8
2019	동대문구	휘경1동	외국인	1,966	10	5	1	190	1,090	368	97	42	35	39	23	40	20	4	-	-	2	-	-	-	-
2019	동대문구	휘경2동	계	25,068	646	787	936	1,268	2,910	2,678	1,593	1,624	1,644	1,988	1,845	1,726	1,670	1,239	1,001	779	425	202	77	20	10
2019	동대문구	휘경2동	한국인	24,330	623	774	928	1,228	2,641	2,517	1,509	1,594	1,615	1,968	1,829	1,699	1,655	1,237	1,001	779	425	201	77	20	10
2019	동대문구	휘경2동	외국인	738	23	13	8	40	269	161	84	30	29	20	16	27	15	2	-	-	-	1	-	-	-
2019	동대문구	청량리동	계	21,808	416	539	553	745	1,261	1,417	1,273	1,361	1,251	1,623	1,854	2,126	2,191	1,569	1,334	1,151	643	336	111	24	30
2019	동대문구	청량리동	한국인	21,157	403	528	548	732	1,164	1,356	1,209	1,313	1,212	1,570	1,758	2,032	2,161	1,552	1,330	1,150	641	333	111	24	30
2019	동대문구	청량리동	외국인	651	13	11	5	13	97	61	64	48	39	53	96	94	30	17	4	1	2	3	-	-	-
2019	동대문구	용신동	계	32,144	741	742	660	930	2,537	3,592	2,880	2,586	2,109	2,427	2,403	2,703	2,362	1,624	1,406	1,192	755	310	113	50	22
2019	동대문구	용신동	한국인	30,608	693	712	641	899	2,213	3,388	2,736	2,480	2,016	2,312	2,254	2,528	2,297	1,605	1,400	1,189	753	308	112	50	22
2019	동대문구	용신동	외국인	1,536	48	30	19	31	324	204	144	106	93	115	149	175	65	19	6	3	2	2	1	-	-
2019	동대문구	제기동	계	27,364	531	607	619	1,057	3,201	2,620	1,858	1,773	1,514	1,835	1,966	2,140	2,187	1,638	1,385	1,191	722	352	106	39	23
2019	동대문구	제기동	한국인	24,934	508	591	606	853	1,931	2,244	1,721	1,690	1,462	1,780	1,906	2,052	2,152	1,625	1,381	1,191	721	352	106	39	23
2019	동대문구	제기동	외국인	2,430	23	16	13	204	1,270	376	137	83	52	55	60	88	35	13	4	-	1	-	-	-	-
2019	동대문구	전농1동	계	31,075	1,035	993	869	1,245	2,276	2,539	2,124	2,443	2,126	2,490	2,511	2,608	2,456	1,633	1,369	1,162	708	312	97	41	38
2019	동대문구	전농1동	한국인	30,538	1,019	982	861	1,224	2,183	2,459	2,060	2,401	2,093	2,461	2,458	2,568	2,431	1,623	1,363	1,159	706	312	96	41	38
2019	동대문구	전농1동	외국인	537	16	11	8	21	93	80	64	42	33	29	53	40	25	10	6	3	2	-	1	-	-
2019	동대문구	전농2동	계	19,990	560	799	834	1,026	1,412	1,330	1,081	1,425	1,462	1,770	1,698	1,630	1,475	1,098	841	762	516	194	56	12	9
2019	동대문구	전농2동	한국인	19,500	557	796	831	998	1,199	1,243	1,020	1,386	1,445	1,755	1,687	1,625	1,474	1,095	840	762	516	194	56	12	9
2019	동대문구	전농2동	외국인	490	3	3	3	28	213	87	61	39	17	15	11	5	1	3	1	-	-	-	-	-	-
2019	동대문구	답십리1동	계	29,783	1,531	1,354	976	1,069	1,831	2,366	2,587	3,098	2,428	2,332	2,246	2,209	1,863	1,213	1,020	811	496	220	73	30	30
2019	동대문구	답십리1동	한국인	29,352	1,512	1,342	967	1,061	1,775	2,299	2,524	3,059	2,406	2,294	2,211	2,170	1,845	1,210	1,019	809	496	220	73	30	30
2019	동대문구	답십리1동	외국인	431	19	12	9	8	56	67	63	39	22	38	35	39	18	3	1	2	-	-	-	-	-
2019	동대문구	답십리2동	계	30,486	1,005	987	979	1,269	1,842	2,293	2,222	2,363	2,166	2,519	2,568	2,656	2,347	1,723	1,341	1,132	641	300	94	20	19
2019	동대문구	답십리2동	한국인	30,158	992	982	973	1,264	1,785	2,258	2,180	2,330	2,148	2,490	2,533	2,621	2,338	1,719	1,340	1,132	641	300	93	20	19
2019	동대문구	답십리2동	외국인	328	13	5	6	5	57	35	42	33	18	29	35	35	9	4	1	-	-	-	1	-	-
2019	동대문구	장안1동	계	39,153	1,342	1,395	1,292	1,450	2,232	3,124	3,052	3,521	3,211	3,329	3,045	3,203	3,038	2,136	1,629	1,135	588	266	99	44	22
2019	동대문구	장안1동	한국인	38,503	1,318	1,379	1,282	1,440	2,177	3,038	2,956	3,458	3,164	3,264	2,969	3,146	3,015	2,125	1,622	1,134	585	266	99	44	22
2019	동대문구	장안1동	외국인	650	24	16	10	10	55	86	96	63	47	65	76	57	23	11	7	1	3	-	-	-	-
2019	동대문구	장안2동	계	33,045	1,334	1,626	1,463	1,486	1,822	2,090	2,194	3,060	2,900	2,893	2,555	2,501	2,390	1,678	1,304	920	483	215	86	32	13
2019	동대문구	장안2동	한국인	32,724	1,323	1,616	1,461	1,476	1,800	2,048	2,146	3,024	2,868	2,864	2,521	2,471	2,382	1,673	1,303	919	483	215	86	32	13
2019	동대문구	장안2동	외국인	321	11	10	2	10	22	42	48	36	32	29	34	30	8	5	1	1	-	-	-	-	-
2019	동대문구	이문1동	계	22,311	369	456	595	1,144	4,219	2,874	1,412	1,173	1,239	1,521	1,425	1,357	1,306	916	788	727	482	178	72	25	33
2019	동대문구	이문1동	한국인	18,845	336	443	585	834	2,354	2,208	1,199	1,092	1,166	1,466	1,366	1,304	1,281	912	785	725	481	178	72	25	33
2019	동대문구	이문1동	외국인	3,466	33	13	10	310	1,865	666	213	81	73	55	59	53	25	4	3	2	1	-	-	-	-
2019	동대문구	이문2동	계	21,174	596	838	911	1,041	1,476	1,481	1,223	1,503	1,540	1,870	1,824	1,640	1,572	1,138	988	780	470	190	69	15	9
2019	동대문구	이문2동	한국인	20,682	573	833	905	1,028	1,346	1,406	1,173	1,458	1,514	1,846	1,791	1,605	1,555	1,133	985	779	470	189	69	15	9
2019	동대문구	이문2동	외국인	492	23	5	6	13	130	75	50	45	26	24	33	35	17	5	3	1	-	1	-	-	-
2019	중랑구	소계	계	402,024	11,975	13,095	12,623	16,115	25,102	32,307	29,263	31,439	27,542	32,582	34,926	36,909	32,982	22,285	17,278	13,089	7,590	3,221	1,189	326	186
2019	중랑구	소계	한국인	397,015	11,768	12,944	12,531	16,001	24,589	31,662	28,568	30,954	27,170	32,145	34,460	36,401	32,757	22,222	17,252	13,085	7,588	3,217	1,189	326	186
2019	중랑구	소계	외국인	5,009	207	151	92	114	513	645	695	485	372	437	466	508	225	63	26	4	2	4	-	-	-
2019	중랑구	면목2동	계	25,942	697	762	806	991	1,579	1,980	1,753	1,901	1,796	2,236	2,553	2,571	2,093	1,455	1,089	864	476	228	82	19	11
2019	중랑구	면목2동	한국인	25,597	686	756	797	983	1,554	1,942	1,696	1,860	1,784	2,207	2,515	2,522	2,076	1,451	1,088	864	476	228	82	19	11
2019	중랑구	면목2동	외국인	345	11	6	9	8	25	38	57	41	12	29	38	49	17	4	1	-	-	-	-	-	-
2019	중랑구	면목4동	계	20,052	580	629	595	764	1,191	1,493	1,407	1,609	1,531	1,649	1,728	1,711	1,637	1,181	1,018	759	345	136	56	24	9
2019	중랑구	면목4동	한국인	19,755	569	616	589	755	1,177	1,454	1,364	1,586	1,507	1,615	1,702	1,677	1,625	1,174	1,018	758	344	136	56	24	9
2019	중랑구	면목4동	외국인	297	11	13	6	9	14	39	43	23	24	34	26	34	12	7	-	1	1	-	-	-	-
2019	중랑구	면목5동	계	9,825	270	273	288	385	583	732	745	735	592	895	947	920	854	531	438	340	201	65	25	3	3
2019	중랑구	면목5동	한국인	9,700	266	270	285	385	574	723	726	720	582	883	928	904	851	529	437	340	201	65	25	3	3
2019	중랑구	면목5동	외국인	125	4	3	3	-	9	9	19	15	10	12	19	16	3	2	1	-	-	-	-	-	-
2019	중랑구	면목7동	계	22,200	656	603	551	803	1,257	1,833	1,690	1,680	1,489	1,747	1,916	2,103	1,933	1,393	1,054	778	411	213	59	18	13
2019	중랑구	면목7동	한국인	21,872	640	589	547	789	1,239	1,792	1,628	1,654	1,465	1,717	1,887	2,071	1,918	1,392	1,053	777	411	213	59	18	13
2019	중랑구	면목7동	외국인	328	16	14	4	14	18	41	62	26	24	30	29	32	15	1	1	1	-	-	-	-	-
2019	중랑구	상봉1동	계	25,499	957	1,064	941	1,200	1,709	2,093	1,829	1,956	1,736	2,013	2,251	2,346	1,960	1,151	905	690	444	169	69	15	1
2019	중랑구	상봉1동	한국인	25,334	950	1,060	939	1,198	1,698	2,057	1,802	1,941	1,719	2,005	2,235	2,340	1,953	1,147	902	690	444	169	69	15	1
2019	중랑구	상봉1동	외국인	165	7	4	2	2	11	36	27	15	17	8	16	6	7	4	3	-	-	-	-	-	-
2019	중랑구	상봉2동	계	19,844	502	382	347	548	1,331	2,500	2,283	1,813	1,280	1,460	1,562	1,627	1,403	978	740	577	303	133	49	15	11
2019	중랑구	상봉2동	한국인	19,511	487	378	342	545	1,302	2,451	2,237	1,780	1,260	1,433	1,528	1,582	1,385	975	738	577	303	133	49	15	11
2019	중랑구	상봉2동	외국인	333	15	4	5	3	29	49	46	33	20	27	34	45	18	3	2	-	-	-	-	-	-
2019	중랑구	중화1동	계	20,916	724	696	660	818	1,274	1,797	1,673	1,750	1,414	1,524	1,666	1,914	1,737	1,199	849	620	391	136	60	9	5
2019	중랑구	중화1동	한국인	20,726	718	693	656	818	1,262	1,765	1,649	1,723	1,395	1,509	1,648	1,896	1,729	1,196	848	620	391	136	60	9	5
2019	중랑구	중화1동	외국인	190	6	3	4	-	12	32	24	27	19	15	18	18	8	3	1	-	-	-	-	-	-
2019	중랑구	중화2동	계	27,274	638	578	525	873	1,737	2,222	2,053	2,011	1,683	2,191	2,598	2,870	2,517	1,562	1,250	1,036	585	226	86	18	15
2019	중랑구	중화2동	한국인	26,720	622	564	514	865	1,699	2,171	1,990	1,957	1,633	2,137	2,527	2,800	2,481	1,553	1,244	1,036	584	224	86	18	15
2019	중랑구	중화2동	외국인	554	16	14	11	8	38	51	63	54	50	54	71	70	36	9	6	-	1	2	-	-	-
2019	중랑구	묵1동	계	36,016	1,199	1,499	1,519	1,734	2,253	2,662	2,508	2,892	2,829	3,222	2,790	2,922	2,575	1,821	1,463	1,069	671	255	88	25	20
2019	중랑구	묵1동	한국인	35,836	1,197	1,497	1,517	1,727	2,229	2,644	2,477	2,874	2,811	3,209	2,776	2,906	2,568	1,814	1,463	1,068	671	255	88	25	20
2019	중랑구	묵1동	외국인	180	2	2	2	7	24	18	31	18	18	13	14	16	7	7	-	1	-	-	-	-	-
2019	중랑구	묵2동	계	19,901	621	601	610	727	1,159	1,671	1,619	1,666	1,426	1,572	1,590	1,726	1,666	1,204	833	662	344	129	53	12	10
2019	중랑구	묵2동	한국인	19,664	615	592	605	720	1,134	1,645	1,580	1,653	1,408	1,550	1,564	1,703	1,656	1,198	832	661	344	129	53	12	10
2019	중랑구	묵2동	외국인	237	6	9	5	7	25	26	39	13	18	22	26	23	10	6	1	1	-	-	-	-	-
2019	중랑구	망우3동	계	17,941	458	499	520	800	1,169	1,347	1,124	1,263	1,101	1,504	1,755	1,727	1,580	1,041	839	602	343	175	66	13	15
2019	중랑구	망우3동	한국인	17,574	428	477	507	786	1,125	1,283	1,067	1,236	1,079	1,484	1,732	1,709	1,571	1,037	839	602	343	175	66	13	15
2019	중랑구	망우3동	외국인	367	30	22	13	14	44	64	57	27	22	20	23	18	9	4	-	-	-	-	-	-	-
2019	중랑구	신내1동	계	40,854	1,450	2,326	1,972	1,896	2,473	2,771	2,350	3,224	3,022	3,142	3,247	3,533	3,183	2,082	1,611	1,195	785	374	151	53	14
2019	중랑구	신내1동	한국인	40,717	1,445	2,320	1,971	1,894	2,465	2,754	2,332	3,198	3,015	3,126	3,237	3,521	3,179	2,078	1,610	1,195	785	374	151	53	14
2019	중랑구	신내1동	외국인	137	5	6	1	2	8	17	18	26	7	16	10	12	4	4	1	-	-	-	-	-	-
2019	중랑구	신내2동	계	21,905	731	807	863	1,038	1,272	1,446	1,418	1,730	1,606	1,808	1,811	1,900	1,822	1,280	906	678	472	216	77	18	6
2019	중랑구	신내2동	한국인	21,816	729	805	863	1,038	1,266	1,429	1,400	1,722	1,597	1,800	1,802	1,892	1,821	1,279	906	678	472	216	77	18	6
2019	중랑구	신내2동	외국인	89	2	2	-	-	6	17	18	8	9	8	9	8	1	1	-	-	-	-	-	-	-
2019	중랑구	면목본동	계	36,195	995	906	899	1,316	2,426	3,178	2,907	2,915	2,391	3,034	3,332	3,363	2,804	1,944	1,569	1,188	643	254	78	30	23
2019	중랑구	면목본동	한국인	35,341	963	883	885	1,300	2,269	3,067	2,815	2,831	2,339	2,960	3,268	3,280	2,757	1,941	1,567	1,188	643	254	78	30	23
2019	중랑구	면목본동	외국인	854	32	23	14	16	157	111	92	84	52	74	64	83	47	3	2	-	-	-	-	-	-
2019	중랑구	면목3.8동	계	26,589	679	651	671	1,026	1,756	2,203	1,872	2,035	1,683	2,151	2,384	2,472	2,349	1,535	1,300	949	550	209	87	17	10
2019	중랑구	면목3.8동	한국인	26,141	656	636	666	1,011	1,691	2,140	1,818	1,992	1,645	2,112	2,353	2,434	2,337	1,531	1,297	949	550	209	87	17	10
2019	중랑구	면목3.8동	외국인	448	23	15	5	15	65	63	54	43	38	39	31	38	12	4	3	-	-	-	-	-	-
2019	중랑구	망우본동	계	31,071	818	819	856	1,196	1,933	2,379	2,032	2,259	1,963	2,434	2,796	3,204	2,869	1,928	1,414	1,082	626	303	103	37	20
2019	중랑구	망우본동	한국인	30,711	797	808	848	1,187	1,905	2,345	1,987	2,227	1,931	2,398	2,758	3,164	2,850	1,927	1,410	1,082	626	301	103	37	20
2019	중랑구	망우본동	외국인	360	21	11	8	9	28	34	45	32	32	36	38	40	19	1	4	-	-	2	-	-	-
2019	성북구	소계	계	454,744	13,848	17,483	17,664	22,629	37,032	36,053	29,692	34,124	32,990	40,412	36,275	34,354	31,338	21,956	18,156	15,097	9,397	3,983	1,497	400	364
2019	성북구	소계	한국인	442,650	13,663	17,331	17,568	21,534	32,098	34,172	28,595	33,446	32,546	39,995	35,862	33,979	31,162	21,885	18,127	15,071	9,383	3,974	1,497	399	363
2019	성북구	소계	외국인	12,094	185	152	96	1,095	4,934	1,881	1,097	678	444	417	413	375	176	71	29	26	14	9	-	1	1
2019	성북구	돈암1동	계	15,921	444	481	594	905	1,097	1,092	1,037	1,045	995	1,411	1,464	1,374	1,246	880	699	550	365	167	53	10	12
2019	성북구	돈암1동	한국인	15,818	440	480	594	905	1,068	1,076	1,023	1,036	986	1,403	1,459	1,366	1,246	880	699	550	365	167	53	10	12
2019	성북구	돈암1동	외국인	103	4	1	-	-	29	16	14	9	9	8	5	8	-	-	-	-	-	-	-	-	-
2019	성북구	돈암2동	계	25,028	879	1,360	1,496	1,501	1,520	1,471	1,370	1,821	2,110	2,653	2,160	1,866	1,572	1,026	793	647	438	237	83	14	11
2019	성북구	돈암2동	한국인	24,928	877	1,357	1,491	1,500	1,511	1,463	1,355	1,811	2,099	2,640	2,151	1,859	1,569	1,025	791	647	438	236	83	14	11
2019	성북구	돈암2동	외국인	100	2	3	5	1	9	8	15	10	11	13	9	7	3	1	2	-	-	1	-	-	-
2019	성북구	안암동	계	17,502	286	265	329	809	3,542	2,808	1,360	1,031	809	1,048	1,163	1,036	859	620	550	486	301	135	40	11	14
2019	성북구	안암동	한국인	15,406	263	253	323	624	2,379	2,468	1,225	950	768	1,018	1,129	1,010	845	618	547	486	301	135	40	11	13
2019	성북구	안암동	외국인	2,096	23	12	6	185	1,163	340	135	81	41	30	34	26	14	2	3	-	-	-	-	-	1
2019	성북구	보문동	계	16,653	563	502	428	640	1,279	1,719	1,406	1,437	1,168	1,423	1,395	1,234	1,119	743	593	463	318	136	54	17	16
2019	성북구	보문동	한국인	16,281	550	494	424	624	1,205	1,667	1,360	1,406	1,144	1,399	1,365	1,207	1,105	735	592	463	318	136	54	17	16
2019	성북구	보문동	외국인	372	13	8	4	16	74	52	46	31	24	24	30	27	14	8	1	-	-	-	-	-	-
2019	성북구	정릉1동	계	19,455	695	847	853	1,151	1,416	1,229	1,248	1,593	1,558	1,830	1,461	1,409	1,222	908	770	631	375	182	52	12	13
2019	성북구	정릉1동	한국인	18,941	692	844	851	1,034	1,176	1,184	1,223	1,576	1,540	1,812	1,452	1,402	1,218	903	770	631	375	182	52	11	13
2019	성북구	정릉1동	외국인	514	3	3	2	117	240	45	25	17	18	18	9	7	4	5	-	-	-	-	-	1	-
2019	성북구	정릉2동	계	23,834	756	873	819	1,197	1,743	1,604	1,411	1,783	1,649	2,108	1,873	1,942	1,894	1,383	1,064	862	532	222	88	14	17
2019	성북구	정릉2동	한국인	23,549	755	870	817	1,175	1,623	1,567	1,385	1,772	1,638	2,098	1,865	1,927	1,886	1,379	1,062	859	530	222	88	14	17
2019	성북구	정릉2동	외국인	285	1	3	2	22	120	37	26	11	11	10	8	15	8	4	2	3	2	-	-	-	-
2019	성북구	정릉3동	계	17,233	415	345	384	922	2,486	1,642	1,161	969	891	1,208	1,233	1,193	1,218	911	789	708	467	169	92	21	9
2019	성북구	정릉3동	한국인	15,635	404	342	382	676	1,591	1,412	1,056	931	867	1,189	1,216	1,187	1,218	910	789	707	467	169	92	21	9
2019	성북구	정릉3동	외국인	1,598	11	3	2	246	895	230	105	38	24	19	17	6	-	1	-	1	-	-	-	-	-
2019	성북구	정릉4동	계	26,792	851	1,056	1,012	1,367	1,830	1,674	1,578	2,083	2,000	2,458	2,180	2,083	2,024	1,476	1,206	971	577	221	104	23	18
2019	성북구	정릉4동	한국인	26,391	849	1,054	1,011	1,321	1,668	1,614	1,551	2,059	1,991	2,439	2,159	2,068	2,015	1,475	1,206	970	576	220	104	23	18
2019	성북구	정릉4동	외국인	401	2	2	1	46	162	60	27	24	9	19	21	15	9	1	-	1	1	1	-	-	-
2019	성북구	길음1동	계	37,082	1,591	2,721	2,637	2,287	1,875	1,650	1,842	3,332	3,971	4,202	2,722	2,070	1,918	1,296	1,125	922	540	241	86	29	25
2019	성북구	길음1동	한국인	36,881	1,587	2,708	2,632	2,279	1,844	1,642	1,818	3,304	3,948	4,180	2,712	2,062	1,909	1,291	1,124	921	539	241	86	29	25
